start	center	end	avg_pi	avg_h	avg_depth	cov_bin	avg_pi_z
0	500	1000	4.814281945790483e-4	8.106817601510019e-4	74.8	(52.2,104]	-0.3070159755306311
100	600	1100	4.814281945790483e-4	8.106817601510019e-4	90.25	(52.2,104]	-0.3070159755306311
200	700	1200	4.814281945790483e-4	8.106817601510019e-4	74	(52.2,104]	-0.3070159755306311
300	800	1300	4.814281945790483e-4	8.106817601510019e-4	74	(52.2,104]	-0.3070159755306311
400	900	1400	4.814281945790483e-4	8.106817601510019e-4	74	(52.2,104]	-0.3070159755306311
500	1000	1500	0.00012365041680127042	2.7140541865395147e-4	67.5	(52.2,104]	-1.0513716778811268
600	1100	1600	0.00012365041680127042	2.7140541865395147e-4	67.5	(52.2,104]	-1.0513716778811268
700	1200	1700	4.880644233534658e-4	7.760098310390081e-4	85.25	(52.2,104]	-0.2932093194520407
800	1300	1800	4.880644233534658e-4	7.760098310390081e-4	85.25	(52.2,104]	-0.2932093194520407
900	1400	1900	3.929824561403509e-4	5.799151714181009e-4	109.5	(104,157]	-0.9789582918492604
1000	1500	2000	3.929824561403509e-4	5.799151714181009e-4	109.5	(104,157]	-0.9789582918492604
1100	1600	2100	3.929824561403509e-4	5.799151714181009e-4	109.5	(104,157]	-0.9789582918492604
1200	1700	2200	6.861216358960227e-4	0.001145675177284939	201	(157,209]	-0.4396273515581914
1300	1800	2300	6.861216358960227e-4	0.001145675177284939	201	(157,209]	-0.4396273515581914
1400	1900	2400	6.861216358960227e-4	0.001145675177284939	201	(157,209]	-0.4396273515581914
1500	2000	2500	6.861216358960227e-4	0.001145675177284939	201	(157,209]	-0.4396273515581914
1600	2100	2600	6.861216358960227e-4	0.001145675177284939	201	(157,209]	-0.4396273515581914
1700	2200	2700	2.9313917975567176e-4	5.657600058668382e-4	192	(157,209]	-0.8947558319645085
1800	2300	2800	8.330964082317435e-4	0.0011913926851650906	245.66666666666666	(209,261]	-0.6902284712634863
1900	2400	2900	8.330964082317435e-4	0.0011913926851650906	245.66666666666666	(209,261]	-0.6902284712634863
2000	2500	3000	0.0010542614922134067	0.0016815469395336084	424.6	(418,470]	0.8006111272615839
2100	2600	3100	0.0013813684870019475	0.002200342102248879	475	(470,523]	1.499989766023312
2200	2700	3200	0.0010882293072462757	0.001634582096382041	522.1666666666666	(470,523]	-0.49999658867443725
2300	2800	3300	0.0010882293072462757	0.001634582096382041	522.1666666666666	(470,523]	-0.49999658867443725
2400	2900	3400	0.0010882293072462757	0.001634582096382041	522.1666666666666	(470,523]	-0.49999658867443725
2500	3000	3500	0.0010882293072462757	0.001634582096382041	450.7142857142857	(418,470]	0.9290503973614679
2600	3100	3600	0.0011537660304101174	0.0017807268423906048	401.875	(366,418]	-0.8075304113560481
2700	3200	3700	0.0011537660304101174	0.0017807268423906048	401.875	(366,418]	-0.8075304113560481
2800	3300	3800	6.138088019340458e-4	0.0011550941630923523	445	(418,470]	-0.8648307623115259
2900	3400	3900	6.138088019340458e-4	0.0011550941630923523	445	(418,470]	-0.8648307623115259
3000	3500	4000	3.926437179523827e-4	6.649399087238346e-4	321	(313,366]	-2.3372775949471745
3100	3600	4100	6.553672316384188e-5	1.461447460085638e-4	41	(-0.522,52.2]	-0.7865109033358253
3200	3700	4200	6.553672316384188e-5	1.461447460085638e-4	32	(-0.522,52.2]	-0.7865109033358253
3300	3800	4300	6.553672316384188e-5	1.461447460085638e-4	32	(-0.522,52.2]	-0.7865109033358253
3400	3900	4400	6.946817080154807e-4	0.001106241863921196	39.4	(-0.522,52.2]	0.5509367234099005
3500	4000	4500	6.946817080154807e-4	0.001106241863921196	43.75	(-0.522,52.2]	0.5509367234099005
3600	4100	4600	7.587525001768516e-4	0.0012116160086997124	68.5	(52.2,104]	0.26995649479515976
3700	4200	4700	7.587525001768516e-4	0.0012116160086997124	68.5	(52.2,104]	0.26995649479515976
3800	4300	4800	7.587525001768516e-4	0.0012116160086997124	68.5	(52.2,104]	0.26995649479515976
3900	4400	4900	7.587525001768516e-4	0.0012116160086997124	68.5	(52.2,104]	0.26995649479515976
4000	4500	5000	7.587525001768516e-4	0.0012116160086997124	68.5	(52.2,104]	0.26995649479515976
4100	4600	5100	7.587525001768516e-4	0.0012116160086997124	68.5	(52.2,104]	0.26995649479515976
4200	4700	5200	7.587525001768516e-4	0.0012116160086997124	86.66666666666667	(52.2,104]	0.26995649479515976
4300	4800	5300	7.587525001768516e-4	0.0012116160086997124	86.66666666666667	(52.2,104]	0.26995649479515976
4400	4900	5400	1.2960751532521285e-4	2.515188907870799e-4	159	(157,209]	-1.0841483016984985
4500	5000	5500	1.2960751532521285e-4	2.515188907870799e-4	159	(157,209]	-1.0841483016984985
4600	5100	5600	0	0	0	(-0.522,52.2]	-0.9258300379878189
4700	5200	5700	0	0	0	(-0.522,52.2]	-0.9258300379878189
4800	5300	5800	0	0	0	(-0.522,52.2]	-0.9258300379878189
4900	5400	5900	0	0	0	(-0.522,52.2]	-0.9258300379878189
5000	5500	6000	0	0	0	(-0.522,52.2]	-0.9258300379878189
5100	5600	6100	0	0	0	(-0.522,52.2]	-0.9258300379878189
5200	5700	6200	6.412631933213046e-4	8.610839119267864e-4	128.66666666666666	(104,157]	-0.8045271961561263
5300	5800	6300	6.412631933213046e-4	8.610839119267864e-4	128.66666666666666	(104,157]	-0.8045271961561263
5400	5900	6400	8.310558567981786e-4	0.0011975796695103025	129.75	(104,157]	-0.6711872414714376
5500	6000	6500	0.001090347963546546	0.0016235682144247832	135.4	(104,157]	-0.4890200431690779
5600	6100	6600	0.001199310823157203	0.0018435203809202948	141.83333333333334	(104,157]	-0.41246754373819516
5700	6200	6700	0.001535851356287368	0.002456049889404694	157.125	(157,209]	0.5444781482040614
